550,0.994950
551,0.996710
552,0.998090
553,0.999110
554,0.999740
555,1.000000
556,0.999850
557,0.999300
558,0.998320
559,0.996890
560,0.995000
561,0.992600
562,0.989740
563,0.986440
564,0.982720
565,0.978600
566,0.974080
567,0.969170
568,0.963850
569,0.958130
570,0.952000
571,0.945450
572,0.938490
573,0.931160
574,0.923450
575,0.915400
576,0.907000
577,0.898270
578,0.889200
579,0.879780
580,0.870000
581,0.859860
582,0.849390
583,0.838620
584,0.827580
585,0.816300
586,0.804790
587,0.793080
588,0.781190
589,0.769150
590,0.757000
591,0.744750
592,0.732420
593,0.720000
594,0.707490
595,0.694900
596,0.682210
597,0.669470
598,0.656740
599,0.643840
600,0.631000
601,0.618150
602,0.605310
603,0.592470
604,0.579630
605,0.566800
606,0.553960
607,0.541130
608,0.528350
609,0.515630
610,0.503000
611,0.490460
612,0.478030
613,0.465670
614,0.453400
615,0.441200
616,0.429080
617,0.417030
618,0.405030
619,0.393030
620,0.381000
621,0.368910
622,0.356820
623,0.344770
624,0.332810
625,0.320000
626,0.309330
627,0.297850
628,0.286590
629,0.275620
630,0.265000
631,0.254760
632,0.244880
633,0.235330
634,0.226050
635,0.217000
636,0.208160
637,0.199540
638,0.191150
639,0.182970
640,0.175000
641,0.167220
642,0.159640
643,0.152270
644,0.145120
645,0.138200
646,0.131500
647,0.125020
648,0.118770
649,0.112760
650,0.107000
651,0.101470
652,0.096200
653,0.091100
654,0.086300
655,0.081600
656,0.077100
657,0.072800
658,0.068700
659,0.064800
660,0.061000
661,0.057400
662,0.054000
663,0.050700
664,0.047500
665,0.044600
666,0.041800
667,0.039100
668,0.036600
669,0.034200
670,0.032000
671,0.030000
672,0.028100
673,0.026300
674,0.024700
675,0.023200
676,0.021800
677,0.020500
678,0.019300
679,0.018100
680,0.017000
681,0.015900
682,0.014800
683,0.013800
684,0.012800
685,0.011900
686,0.011100
687,0.010300
688,0.009530
689,0.008850
690,0.008210
691,0.007620
692,0.007090
693,0.006590
694,0.006140
695,0.005720
696,0.005340
697,0.005000
698,0.004680
699,0.004380
700,0.004100
701,0.003840
702,0.003590
703,0.003350
704,0.003130
705,0.002930
706,0.002740
707,0.002560
708,0.002390
709,0.002240
710,0.002090
711,0.001950
712,0.001820
713,0.001700
714,0.001590
715,0.001480
716,0.001380
717,0.001290
718,0.001200
719,0.001120
720,0.001050
721,0.000977
722,0.000911
723,0.000850
724,0.000793
725,0.000740
726,0.000690
727,0.000643
728,0.000599
729,0.000558
730,0.000520
731,0.000484
732,0.000450
733,0.000418
734,0.000389
735,0.000361
736,0.000335
737,0.000311
738,0.000289
739,0.000268
740,0.000249
741,0.000231
742,0.000215
743,0.000199
744,0.000185
745,0.000172
746,0.000151
747,0.000149
748,0.000138
749,0.000129
750,0.000120
751,0.000112
752,0.000104
753,0.000097
754,0.000091
755,0.000085
756,0.000079
757,0.000074
758,0.000069
759,0.000064
760,0.000060
761,0.000056
762,0.000052
763,0.000049
764,0.000045
765,0.000042
766,0.000040
767,0.000037
768,0.000035
769,0.000032
770,0.000030
771,0.000028
772,0.000026
773,0.000024
774,0.000023
775,0.000021
776,0.000020
777,0.000019
778,0.000017
779,0.000016
780,0.000015
